"flags","cltxt01"
0,"I'm so worthless there's nothing good for me nothing in the future to look forward to im gonna fail at everything I'll be alone forever because no one will want to marry and have kids with me 😪😪"
0,"I get stares because I'm wearing hoodies in summer, but I'll get more stares if people saw the scars on my arms from self harming 😔😕"
0,"Being blamed for my cousin being depressed=\u0014"
0,"Whatever age you are, no one is worth stressing over. The world is yours and with that, life goes on.            Have a good life!"
0,"I have a huge secret and I want to tell someone but I can't it would ruin so many people's lives... I hate this 😓"
0,"NEVER FELT THIS HAPPY FOR AGES"
0,"That lad who broke your heart. You finally get over👍 but then they come running back, just out to do what they did before. Break you heart once again. "
0,"I hate that people say their not homophobic then they get defensive when they're called gay."
0,"Nothing's worse than getting used."
0,"I have such bad trust issues that I don't even trust this app=\u0014"
0,"So scared for school tomorrow, i don't know who my real friends are anymore."
0,"my feinds make me feel so stupid all the time. "
0,"Haven't eaten all day =M"
0,"How do I get over someone who I never even got the opportunity to date?"
0,"I've sent naked pictures to unknown men. I do it because it makes me powerful "
0,"I love staying up late, but I love my bed too. New years says just one... So bed I choose you!"
0,"I can't buy things at tills, can't speak to people I don't know, yet my dream is to travel the world - how ironic "
0,"I'm gay 😂😂😂"
0,"I'm so fricking happy that I beat the bitch who throw away my course work,😀😀😀"
0,"Feeling better after conversation with bf. We both opened up about some things and I feel like I'm a bit closer again :) "
7,"My dad commuted suicide exactly 1 year ago today. I'll always remember the good times we had, you're my hero! I love you daddy 2.12.15😭💛😭"
0,"I don't know if I should be laughing about messing with an ""ex"" that I'm pregnant . When I'm not =\u0002"
0,"Theres way too much,, im so doomed.. Exam tomorrow 😓😭"
0,"Hjsns"
0,"My crush said he likes me back! My shit day has become so much better=\u0004=\u0004=\u0004=\u0004"
10,"Beth hi"
0,"I think if we stayed together we would definitely kiss. Just us 2, no one watching us or judging us, I would go for it"
0,"If someone looks happy on the outside doesn't mean they're happy on the inside. The happiest looking people can also be the ones who are being ripped apart on the inside. 💔"
0,"My anxiety has died down a bit this year I got more confident and a bit happier hope this continous "
0,"Ok so i start college tomorrow and I'm so petrified I don't want to go I've not stopped crying all day 😭😩 "
0,"2 countries but still onesie twins 💁😘"
0,"Wish you could comment on anything on here. That would be great "
0,"lol"
0,"Been best friends with this guy for two and a half years and I introduced him to his current girlfriend who I used to be friends with, now she's got such a problem with me and him being friends, ffs"
0,"Everyone seems to think that my life is fine and everything is perfect but they are so wrong."
0,"I have a crush on this guy that's my best friend's friend and I don't know what to do because we used to hate each other in the fun way when we were younger but now we're friends and I'm so confused=-"
0,"Talk about your feelings - I know how hard it can be but trust me, if you have that person you could trust with your life, telling them is better than keeping it in :\u000f=M<�=�"
0,"I'm so ugly "
7,"I think of suicide every single day. I wonder what day I'll actually do it..=\u0014"
0,"I want to cut so bad but I promised I wouldn't=\u0014"
0,"So I got back with my ex last night because I was drunk...but I'm so happy=\r"
0,"Ok so maybe I was wrong some teachers actually care... "
0,"I'm scared of life"
0,"To everyone out there. You may feel down and as if there is nothing left but you are loved and you are beautiful d\u000f"
0,"Vacant post"
0,"It was the happiest moment of my life when my crush asked me out and we are still together 10 months on"
0,"Each day I wake up I turn over and wish I could go back to sleep"
0,"I shaved my hair because of postnatal depression.. Wow.. That was hard to say"
0,"Life isn't easy... But it'll be okay "
0,"I hate the way people act fake around you and pretend they like you yet you know what they've been saying and you used to be so close and now your drifting farther and farther and farther away ... :(("
0,"Ok today I was told I have 5 weeks to live =�"
0,"Ever see that one person and want to slap them?"
0,"I need to do well in life to make my world proud. My nana is my world. I love her so much, I need to make her proud of me."
0,"I'm over being used, by friends and past relationships, it just makes me feel as though I'm lower than them and that I deserve it"
0,"I cry myself to sleep "
0,"Recently ive distanced myself from everyone "
0,"Likes on Facebook and Instagram get to my head so much:("
0,"It's finally getting a bit better but I still miss you like crazy and I had no idea that I wouldd\u000f R.I.P and sleep tight because all of us down here have you in our prayers, memories and thoughts xxx"
0,"I don't like people saying that they need to talk to me but won't tell me it scares me =%"
0,"It's all so unfair"
0,"I know I'll get better soon. No stress and smile. I will be ok.\n<3 \n"
0,"I apologised to my friend and she thinks she's so much better than me not to accept? does she even want her friends back?#hoesbeforebros"
0,"My friends don't know that my Boyfriend and I broke up because he cheated on me and the thought makes me wonder why I wasn't good enough for him"
0,"Your happiness comes before love! "
0,"Every heart sings a song, incomplete, until another heart whispers back=�"
0,"Hello, yes you do have a girlfriend that loves you very much and just wants you to show her you do to, thank you!"
0,"free lemons .!!!!"
0,"ITS NOT A BRAIN TUMOUR!!!!! Yay!!!!!  Apparently I've been getting severe migraines as well as a serious inner and outer ear infection. I've got stronger meds and some for the migraines too. So happy!"
0,"It'll be alright ❤️"
0,"2016 goals: Don't selfharm, make friends (since I didn't this year), do school work, no negatively what so ever."
0,"I am sick of where I live I feel like I am slowly dying leaving nothing behind with everybody else, I want my life to mean something😐"
0,"Silent secret comes up with some inspirational stuff just randomly popping up on my screen💗💗"
0,"I like this boy that doesn't know me and is in love with my best friend and I don't know what to do!!! I wish I had someone like him 😭😍"
0,"I feel like my only friends r a blade and a peice of rope...😞🔪🔪"
0,"I think I'm depressed"
0,"I can't wait till I leave home...."
0,"I'm going to a 5sos concert tomorrow and I am not mentally prepared. "
0,"Cant get over my first love "
0,"What are my recent emojis:😂😍😦✨🎵🐍😀🏊🏼😴💗🎉😘✌🏼️🎈😕🚘👍🏼✋🏽🐶😭😊☀️☔️🙊😅😇🔫🌳😏💭 "
0,"Feeling Anxious"
0,"Nice bubbly bath starting diet tomorrow (Y) let's be positive♡"
0,"I'm alive 😓"
0,"Sometimes I just put in my unplugged earphones because I know those around me don't want to me to be there. 😶"
0,"I absolutely love Finding Carter like omg 😍"
0,"I fell in love with a girl but she already has a boyfriend should i send her a picture of my dick?"
0,"My dad called me an elephant"
0,"You are beautiful :3 I love you <3 you are amazing c:"
0,"You never listen "
4,"lol sex fat thin alcohol drinking drugs"
0,"Ive been cut free for over 10 months "
0,"Isnt it cool that one day ur gonna have little people running around ur house that are half u and half the person you love🙊"
0,"I want to be skinny. I hate being the fat one out of my friends. Tomorrow I'm not going to eat just exercise.  I hate the way I look I don't see bones😭😭😭"
0,"All scars physically healed...now just the mental ones to go  "
0,"I haven't got my first period yet and I turn 14 3 months"
0,"Why am I even here...they would all be fine without me"
10,"Hug If you live in ireland💚💚💚"
0,"my 2015 in three words: real fucking crappy "
0,"Bv"
0,"Just because I smile doesn't mean I don't feel pain"
0,"I never feel like I'm enough for my family, I'm never good enough and can never do anything well enough for them"
0,"the happy posts always get so much love\nlets show love to the people who sent quite at that happy stage yet❤\nwe all deserve to feel good"
0,"I broke up with my boyfriend because my friends told me to and I regret it so much, I'm trying to get him back in my life but he's seeing my 'best friend'"
0,"I fear he may cheat on me..."
0,"hate living in the shadow of my younger sister, makes me feel worthless compared  to her 😢😢😭😭"
0,"Fuck what other people think 💚"
0,"Is it just me or does somebody else think they want to get pregnant in their teenage years?"
0,"I love my cat"
0,"Suicide the word that haunts me=�"
0,"hate not wearing makeup for school feel like everyone judges me 😴\n"
0,"The boy I trusted most let me down and let me cry myself to sleep when he said he would be there for me "
0,"Oh god, I'm starting to like someone. Better prepare myself for what's coming. I'll be hating myself for even thinking he might like me back. Why do I have to care? Hate emotions."
0,"I'm feeling bad to see people that need help and I can't do anything about it because I'm not verified..."
0,"#bepositive ("
0,"I'm so scared to go back to school tomorrow, I can't deal with the stress=N"
0,"Love you"
0,"i came out to my mom that i'm bisexual,\nshe said it just a wrong thought, it will go away when i grown up.... but i don't think it's wrong thought..."
0,"I just want my ex boyfriend back but nothing i say or do will change his mind. I miss him more than anything in my whole life😕😭"
0,"I'm starting musical theatre today, I'm so scared "
0,"Morning world "
0,"feeling so lonely,  genuinely feel like the most unimportant friend out of our group and there is nothing I can do about it without losing them :'("
0,"I'm so fat, that it's crippling me mentally. But I don't have the will power to change it"
0,"I write in my journal whenever I can. I want to be a writer some day but everything I right is so sad.  ): "
0,"I think my boyfriends going to dump me .... He won't even speak to me "
0,"I am so pissed off with everything right now, nothing's going right"
0,"PLEASEEEEE COMMENT SOME STUFF TO DO WHEN I GO ON MY LITTLE SOCIAL MEDIA DETOX? it's important that I do this but have stuff to do or I'll be lower than I am no. so please help thanks 💗"
0,"\n\n\n\n\n\nI LOVE YOU 💖\ni just dont know how to tell you just yet"
0,"I'm just not sure what to do anymore."
0,"When instant replies turn into no replies "
0,"I miss you"
0,"My boyfriend gets to jealous and I hate it =!"
0,"having to hug ur own secrets cause  no one else will😂😂😭"
0,"I'm scared that one day my bf will leave me and I won't have anyone to support or help me through life and then I wont be able to cope and I'll end up hating myself even more and doing something bad:("
0,"I met a boy on holiday we started talking we both like eachother (i think) every night we would look at eachother but im scared we wont see eachother again in the 6 weeks holiday=� Distance Sucks<\u000e=�\n"
0,"My mum completely ignores me. My stepdad always has and always will take priority "
0,"Today we had a lesson about homophobia and some people were being so rude and homophobic in the lesson 😠😔"
0,"I don't have a crush till now "
0,"I have a boyfriend, family, friends, good job etc ...why don't I feel happy?! i'm truly grateful for them all but It's like something is missing ""/"
0,"He once called me the most beautiful girl in the world ❤❤ I hope he still sees me that way "
0,"I've literally known you a few days and I feel like I'm already annoying you."
0,"*makes dying whale noises at cute romantic scene on tv*"
0,"No one should feel like they can't talk to anyone if u want to talk u can talk to ur friends and family or just call childline or something u  r NOT alone u will never be "
0,"Feeling Scared"
0,"I've applied for a job that is a really great opportunity for me but I really don't want to leave my current job"
0,"I'm 18 and am far to scared to tell anyone I'm a Virgin "
0,"I'm so done "
0,"He kissed me even after I told him the day before ""I don't wanna make out unless there's feelings"" coz it was my first. He does it anyways and says let's just be friends Now idk if I like or hate him "
0,"college is like like being in a fish bowl or looking through two way glass... I'm the one on the inside looking out at everyone else and their 'groups'. "
0,"I uploaded a selfie on facebook but it got no likes so I deleted it straight away"
0,"I can't wait for summer."
0,"School drains every fucking bit of life out of me, I don't feel happy anymore "
0,"Self harm ruined my christmas #thisiswhyihatelife"
0,"I honestly believed things was going to get better. But yeserday, it all came rushing back, the pain, the tears, the screams, the scars were fading, there now back again. "
0,"I laughed today "
0,"the feeling of cutting and actually giving up came back today when I found out all my friends betrayed me and one of them is stealing ones I've known for years away from me :'("
0,"I could think of you 24/7 and you still wouldn't hear from me."
0,"I trust my boyfriend with my entire life and he's always been faithful.. But I can't help but not trust him when he's out in the city drinking. I can't be the only one? =#=�"
0,"I've decided that I want to be a councillor when I'm older but I didn't know you needed A levels so I'm pretty much fudged now😬"
3,"I just had a massive argument with my mum cause I hate my step dad, she tried to slap me but I moved and she's taken everything away from me. Should I move out? Hug for yes heart for a no "
0,"Feeling Love"
0,"I don't want to go to school, my friends just laugh at me, I am ashamed of the way I am.. They just make it 10x worse 😥"
0,"I am actually really proud of myself at the moment! I have made huge changes to myself and I couldn't be happier right now :) I am being more positive and confident than ever ☺️👍🏼"
0,"shoutout to the funny, sweet Indian guy I met today who made my day 100x better by smiling, saying ""Wow you're beautiful"" aww..idk who you are but we need more people like you on earth :)"
0,"'Giving up is not the same as knowing when you've had enough \u0014for the survivors who didn't stop fighting' ~ "
0,"I can't do this anymore, I want to leave."
0,"we just had an amazing weekend together and he asked me out!!! idk if I'm ready tho..."
0,"I constantly think my own friends hate me because other people have left me=0 "
0,"I used to get bullied because I was fat, now the bullies are fat and I'm thin=�"
0,"Never want my daughter to experience any mental illness, I'll always be there for her even when she doesn't want me "
0,"Lads are so annoying they can't just say what they feel and girls say way too much what they feel and never stop bitching, I don't know which I prefer 😂❤️"
0,"kenapa kamu gak mengerti??\naku selalu menangis, hatiku perih saat kamu bersamanya...\nTapi mengapa kau selalu mengulangi kejadian itu lagi...\nkamu yang selalu membuatku sakit hati....\n\nI Love You"
0,"I wish someone I used to know would come up to me and say 'I'm still here... I still care'"
10,"It hurts. My head, my heart everything. The physical pain I inflict is because it take away from the emotional that swells inside me.   -R "
0,"I have no motivation to carry on with my life anymore=\u0014"
0,"Woken up feeling like sh!t today :( "
0,"Being strong is easier said then done "
0,"I want to ask my best friend to wank with me/touch his penis. But I'm a straight guy, is this bad? I want to see his cummy dick go in my mouth and then squeeze it and watch him scream with pleasure."
0,"I shit on my best friends chest 💩🙊🙈"
0,"I haven't eaten in three days because every time I think about you I feel sick💔💔 you've truly broken the only string I had left holding me together ✂️✂️"
0,"Wish I could get away from everything"
0,"Rejected too many times "
0,"""Learn how to take a joke""                        Learn how to make one, peasant=�"
0,"Why do I always manage to let someone ruin my mood!? = "
0,"I have lost 3 and half stone and when people take pictures of me i surprise myself, ladies love every inch of ur body no matter how big or small u are! U are all beauitful!"
0,"Fainted today from this, don't want to do it again!!"
0,"How come you could be depressed as anything and not one person notices =\u0014"
0,"All I've been talking about is sad stuff. That's because nothing good is happening to me 😭😖💣🔪💊🚬"
0,"He can get to me so easy any little thing my head explos"
0,"The guy who you'd least expect to be a douche in the entire school... Well not he's just your ""typical guy""... Why was I so wrong?"
0,"You're going to be hurt so badly. And the worst part is, I'm going to let you."
0,"I just want to cry "
0,"I love my boyfriend so much I just hate seeing him so upset ... Especially when he says nothing can make him happy I just want to see him smile again =�=\u0001=J"
0,"I am bored out of my brains "
0,"What a shit week for me. Got ditched by my best friend tonight. Now gonna eat through a container or ice cream"
0,"I read my dads texts to my mum an there about them having sex... I started cutting again and I don't want them to see but it's really obvious =-"
0,"Dipawali ki shubkamnaye"
0,"Spending as much time possible with loved ones, youre never too busy for thise you care about "
0,"happy halloween👻💃🏼🍭🎊🎃"
0,"MORNING!! its a sunny and clear day outside but still freezing :')"
0,"I'm 17 and I've never kissed a girl"
0,"I'm so self conscious it's unreal."
0,"Forever thinking about you, and how you will never be mine."
0,"I'm tired of my family shouting at me when all I want to do is die.."
0,"I love the jackass guys so much , they always put a smile on my face ! I want to meet them all on day ! "
0,"I miss being happy all the time =\u0014 now everywhere I go I just feel like breaking now and cry ="" "
0,"I'm stressed, depressed  and tumblr obsessed=\u000f"
0,"my big first secret is: \nI'm Pan-sexual "
0,"Thunder and lightning storm was boring 😑👍🏽"
0,"Rest In Peace my beautiful little princess 😇😭Hope they take good care of you up there 😇👼🏼😭😭😭😭😭❤️"
0,"So i have a catering practical exam tomorrow and I have to figure out a way to hide the scars on my arms . . .\nI know I should've stopped cutting but it's too hard. It's just too hard 😶😔"
0,"Seeing myself in the mirror makes me more determined to stick to my New Years resolution!!!"
0,"Can't believe I got to vote in the same sex marriage referendum in Ireland, making history and I'm only 18<\b<�<�"
0,"I feel like I'm always self conscious about my body around my boyfriend when we're being intimate. I feel so fat and I always think he won't want me when he sees that."
0,"Im not a spoilt person but wanting something i cant have drives me crazy"
0,"I thought I was going well until I found a video of us together =\u0013"
0,"couldnt fall asleep til almost one and had to sleep with 3 giant dogs :o just woke up at 8:30 but i still have some pocky left over. movie morning!!😌\n"
0,"Almost got in trouble for being nice ❓❓"
0,"Crying myself to sleep 😖😖"
0,"Im so sick of constantly being second best"
0,"Life has just been great you know. Family problems, school problems, and soccer things and my self problems and just don't know what to do. "
0,"Feeling like no one would even notice if I left :("
0,"No one cares and that hurts "
0,"I guess what they say is true there is one person who's arms you can truly feel safe in, haven't felt this safe in years "
0,"Well my god,I am alive and healthy.I should be lucky im so thankful."
0,"How can one person lie so much? Especially to the person they claim to love 😔💔"
0,"This week is going to"
0,"Rumours who the fuck starts that shit man "
0,"I have self harmed before and I'm not proud of it. "
0,"My dad is pissing me off so much I'm just gonna snap soon !!"
0,"Don't you hate it when you realise that you made a mistake, and there's no way to fix it "
0,"Does anyone else fell really low rn 💔💔"
0,"I was I was important enough for your time!!"
0,"There's a CAMHS person coming to my house Wednesday,I'm really scared of what's going to happen.How much does she tell me parents,will she keep anything confidential(it's the first time we're meeting)"
0,"Do you ever think that that thing that you always think about, that thing that you constantly wish didn't happen, that thing that you think ruined your life, happened for a reason?😪😮"
10,"guvubu"
0,"Why do you cut? I cut so I can feel emotion. I cut because I dont have another source for relief. I cut because its all I have"
0,"Feeling Lonely"
0,"My parents have always been amazing but now I feel like they have no faith in me. Please be patient with me"
0,"So tired allll the time =4"
0,"I miss him.."
0,"Group of friends that don't even talk to me when I'm sat 2cm away. Glad I know where I stand "
7,"Okay so right now I feel alone. I try to keep myself occupied but as soon as I stop I cry. Help me. -R "
0,"My boyfriend and my best friend are very close in scared something will happen =\u0001"
0,"Theres this really pretty boy who asked to kiss me but i have no idea why because he gets loads of pretty girls around him and i'm basically an introverted nerd with bad fashion and ugly face.Confused"
0,"It's more than a year since I've last cut myself and I'm feeling so much better now, but I'm so scared that people might see my scars\n"
0,"how to make sure my guy bestfriend only sees me as a friend=\u0005=)"
0,"Feel so close to breaking point right now "
0,"I eat when I'm sad and I'm sad cos I'm fat. I'm probably Dominoes favourite customer."
0,"I've never been so happy to have my period before in my life "
0,"Everyday😭😴"
0,"When you feel so alone. And you have bad thoughts and nobody there for you. 💔😓"
0,"I can't cope anymore I can't I was 56 days clean now I'm not I'm crying everybody hates me I can't breathe I don't want to live anymore"
0,"i have to confess, i just fell over. it hurt. then laughed at myself. then realised i was alone. then realised how much i want a cat. then woke my dad up cachinnating. sorry =\u0001"
0,"Just need some happiness in my life for ince💔😿"
10,"To A.L. stay strong you beautiful little being x You can make it through this, we all believe you can and we love you. Keep your head up, we'll be with you every step of the way to happiness x"
0,"And in come the thoughts =)"
0,"Fml"
0,"its funny how u can go from texting him all day to not talking at all so suddenly , someppl stab u and act as if they r the ones bleeding . hope uk when u meet thm and do a favor ,STAY AWAY FROM THEM."
0,"I'm scared... Scared of loosing my mum "
0,"I just woke up from the biggest nightmare! It was about Dominos pizza charging �10 for delivery. I literally woke up crying because no one has �22 for 1 large pizza. "
0,"One cut. Two cuts. There cuts. Four. The blood just started dripping from the tub to the floor ✂🔪🔪"
0,"Just need a hug.... His hug 😪"
0,"I feel so empty"
0,"Really want to move schools 😒"
0,"wired how you trust so many people on this site but not many people in real life or us that just me ?"
0,"listening to The Script right now."
0,"Banned from talking to my best friend by her boyfriend because I have depression and he said I would make her start cutting again even tho I helped her to stop... :("
0,"I have a fear of letting people in "
0,"I hate me, but love her so much 😍😔💕 my one true reason "
0,"I kinda like my bff more than my crush, but my bff is speaking to this girl and I really want them to argue or something! 😔Im so selfish"
0,"40 days clean today, I am doing so well 😁"
0,"So depressed rn... my sister gets scared and my mum gets angry. thanks soooo much for being there for me. Just wish i had the courage to end it all =\u0014=\u0014=\u0014=�=�=�"
0,"I try I really do..."
0,"I'm sorry."
0,"Sometimes I wonder if the same person is posting on this or is there alot of 13/14 year olds on it=3 crying over boys is a no no girls!"
0,"""feeling proud"" I did it I went for a run=\u0005=L<�"
0,"My best friend keeps calling me 'hun' and I don't know if I'm okay with it or not"
0,"""Did you wanna, live fast or die?"""
0,"I just want all my secrets back "
0,"I scare myself at how quickly I fall in love with guys... I just end up hurt and depressed when it goes wrong. I wish I could stop myself falling for them."
0,"This  app has helped so much, I owe so much to you guys, all of your hearts and hugs help me get through the day =�=�"
0,"How to tell a family member your depressed and think your schizophrenic"
0,"Feel like the only time my friends want to know me is when they want help with their problems!"
0,"Today was weird"
0,"I'm practicing for an into the woods audition and my dad's being an idiot trying to copy me singing 'on the steps of the palace'"
0,"I love my girlfriend so so much. I can't wait for the day we'll be able to live together. "
0,"it's funny how I put everything into my relationship and then when it comes to my girlfriend she ignores me and and then gets annoyed at me when I ask to talk more "
0,"Got told today that I'm really annoying and everybody thinks it and hates me idek what I did wrong and no one will tell me "
10,"I'm meeting a boy I've spoken to over the internet for the first time on Saturday. \n\nI think I like him."
0,"I will wait for you. always.\n"
0,"Started my new job in a nursery today! I love it so much!"
0,"you drive me insane "
0,"The past is history, the future is a mystery but today is a gift, that's why it's called the present! "
0,"I'm so obssessed with being thin and I can't stop looking at other girl's bodies, just to compare to mine and see how awful I am.😳"
0,"mental illness is so hard to live with, if you are struggling please stay strong because good days are on the way i promise"
0,"Your beautiful =� Never forget that "
0,"Why does it feel like some of my  friends are making excuses so that they don't have to see me outside of the club we attend together? why am I so insecure about it? Ugh!\n"
0,"I'm having sex rn and it's pretty shit "
0,"I still really like my ex, I broke up with him 6/7 months ago but we've kissed since than and I really miss them even though I don't think they feel the same.."
0,"Not being able sleep is the worst😒 i hope everything will be okay soon😥, goingn try get to sleep goodnight everyone!😪 p.s dont forget to smile👍🏼xo"
0,"netflix and chill. chocolates and bff. never been so happy. date on Saturday was purf. getting high yesterday. now cider <3 life is perf"
0,"You. Are. AWESOME."
0,"I hate people"
0,"Trying to think positively feels the hardest thing in the world "
0,"When he told me he liked me I should have jumped on it cause 3 years later he's hot af and has all these girls around him and won't look at me =-=-"
0,"You always come back to me when you've relationship problems,always !  Kinda like it tho "
0,"Why won't he text me?! 😥"
0,"Wish I could actually hug those who hug my secrets. They understand.👭👫👬"
0,"i like guys but girls are my turn on's. Am i bisexual? or something else idk, please help"
0,"I just don't feel needed anymore. Someone else is always able to do anything I can do and do it better. I just don't want to try anymore. This world and everyone in it is fine without me 😔"
0,"I feel like running away from home sometimes😢😢😢💔💔💔😔😔😔🏃🏼🏃🏼🏃🏼🏃🏼"
0,"I love you=�"
0,"Wait what, I'm genuinely happy?!=-d\u000f"
0,"Starting at a gym soon. I'm so nervous"
0,"""stand up for what you belive in, even if it means standing alone"" -andy biersack"
0,"The scariest part is that I'm not sure if I'll survive tonight=\u0014 Need someone to replace my blades=\u0014"
0,"I'm that girl...the one that smiles and refuses to let anyone else be brought down but when it comes to myself ...I couldn't care less ...I cry myself to sleep at night whilst helping people to smile"
0,"Told my crush that I like him and he likes me to ahhhh =\r"
0,"feeling like you're closet friends don't give a fucking shit about...and you happen to be right about some of them  "
0,"I have self harmed ever day this week 😣😣"
10,"I wish you could Direct Message people on here.. "
0,"Feeling cute 😄"
0,"I'm not straight "
0,"I try to be happy, I just can't."
0,"I fell in love with my Bestfriend and now I don't know what to do about it."
0,"My #bestfriend is my soul mate<8"
0,"Last night I talked my best friends boyfriend (maybe ex now) out of jumping off the bridge he was stood on. Heartbreaking"
0,"When I eat I go for a shower & put my fingers in my mouth & vomit most of it up. I'm scared to eat.."
0,"That moment when your parents go to the pub and on their return you wake to find that they've left a probably stolen traffic cone in your room =\u0002=\u0002=\u0002"
0,"Guys what's a good to show to watch on Netflix I like everything no joke comment below if you know any good ones "
0,"Why do exams come before mental health?"
0,"I am getting my belly button pierced later. I am trying to be brave but I'm actually really scared! "
0,"Why do girls do 'duckface' Bitch you ain't no duck👀"
0,"So my friend made me meet this REALLY cute guy and he say that I was cute, I can't stop thinking about him and if he's just faking it or not =)=�=�"
0,"School need to do an assembly on anxiety, depression,self harm and scums all thoughts.   It is better to save someone's life than to know how to plot a linear graph surely. Sort it out people!"
0,"I feel like your my everything =\u0016=�=\u0013"
0,"My ex just told me he still loves me. Not sure what to do..."
0,"😏"
0,"Despite my severe anxiety throughout my exams I managed to get pretty darn good results #chuffed"
0,"I should know by now not to get my hopes up"
0,"I never tell people the truth about my feelings. I always say 'I'm fine' without even thinking about it. "
0,"We used to be so close but now we're enemies. You always have something bad to say about whatever I do. You changed so much, what even happened to you? Where is the girl that I used to love?"
0,"I hate it when people like other people's pictures just because they're popular. Like sometimes it's not even a nice picture wtf?"
0,"I've had enough off getting bullied everyday and every single moment "
0,"This year has literally been the worst year, I lost one of the only people who could make me feel so happy, now I always feel the same, the last time I was happy was the end of last year"
7,"suicide"
10,"I've been seeing someone for over a year. His wife still doesn't know. But there relationship is over. Should I tell her? Hug yes, d\u000f no"
0,"im offering you all i have all my love my attention my heart my soul my life and for some reason i still dont feel its enough to keep you!! 😧"
0,"Let's see if the new background code works 😁😁😁 "
0,"Im bisexual "
0,"Goodbye 😣👋🏼"
0,"I can't what is real and what is not anymore "
0,"Me: ""Morning! :)""\nMom: ""you'll never get anywhere in life.. there's people in town more intelligent and sophisticated than you. Why can you be more like them? ""\n\n ... im sorry. 😔"
0,"I'm surrounded by hundreds of people and yet I feel alone...."
0,"Left out again =\u001e"
0,"i'm auditioning for Oliver twist for the role as BET agh scared now!😎"
0,"I met the love of my life and messed it up and I still love him. There is no one else for me but him ="""
0,"When someone just ruins the one good day you were actually having , for fuck sake =\u001e=%="""
0,"Sometimes you give me a reason to keep fighting and next you make feel like I should just give up. "
0,"I think I like you a little too much... =\u0002=\u0001"
0,"It's been 4 months since my friend passed away and I just want to curl up and cry. Why do all the best people get taken too early?"
0,"When you wanna stay in bed but you have to go to a family thing =""=\u0002 xx"
0,"Seriously, who brings pearls into a jungle??"
0,"When you sit there for a moment and realise how much shit you've been through and how brave you've been and no one even knows..."
0,"Happy ""alentine's ay"" to everyone who's not getting the d or v today 😂😂"
0,"When I was 7, my neighbour would come over and would make me get naked, kiss her and do other things with her. I didn't realise it was bad until I remembered it the other day. She was twice my age too"
10,"I'm verified!!😆 how do I comment??😂"
0,"And in that moment it was just me...just me and the music😌"
0,"I'm considered a ""private"" or ""quiet"" person but really I'm open to sharing about myself if anyone asks. I only talk when I feel like someone actually enjoys talking to me 😌"
0,"I'm so drained, I'm tired all the time all I want to do is sleep, depression is literally killing me, I don't know how much longer I can take it "
0,"When I send a risky text my brain automatically turns to you could alway cut if it goes bad and I don't know how to stop it"
0,"Wanting to help but not knowing how has got to be the #worstfeeling ever. "
0,"The problem isn't you,it s me ,i m doing this every single time , i ll push you away and i only have myself to blame."
0,"Why do I make this so much harder for myself"
0,"Ever just lie there in the morning unable to get out of bed because you don't know if you can make it through another day? I do... 😔"
0,"Slit your wrists, \nCut your thighs, \nFake a smile, \nDry your eyes,\nHate yourself, \nHate your life, \nWelcome to my world of lies!"
0,"I've lost quite a bit of weight off my belly this summer but it's wont stop the kids at school from being nasty to me, don't know why I even try "
0,"Sometimes I just want to die but ain't shit I can do except breath and act like it doesn't hurt. 💯"
0,"""She always seemed so happy"" it's very easy to pretend you're okay when you've been doing it for years "
7,"you know it's real when you write your suicide notes "
0,"Why am I always a disappointment =\u0014"
0,"I'm not proud of what I've done, but then again I'm not ashamed either "
0,"Painnnnm "
0,"I don't like looking older than 15, people treat me like an adult just because of my appearance."
0,"I can't take this pain any longer=#I have to go=\u0013"
0,"Life is everyone's teacher... Some people choose to ignore the important lessons...💞"
0,"If you've read this, you've promised me and yourself that you won't hurt yourself today no take backs because you are beautiful and you can do this. I love youd\u000f"
0,"All my friends moan about their weight when they are half my size, they don't know I starve myself most of the time and when I don't I hate myself"
0,"No matter what you say or what you do, I still care and I still fucking love you "
0,"My Ex is not understanding the word 'NO' "
0,"I am seriously thinking about going vegan... But I don't know how to tell anyone=\u0001"
0,"I fall too easy and too fast"
0,"Hate it when ppl push me to do something... I rencently read that ppl with my start sign (Taurus) like to do things in their own time "
0,"don't hide away from your demons and be weak, be strong and fight them.\n"
0,"my boyfriend leaves for America tomorrow he cried earlier after I'd gone home nice to know he loves me"
0,"So miserable and unhappy I just want to cry all the pain away 😭"
0,"As if my mum had a go at me because I came home with a love bite =\u0002=\u0002=\u0002 it's not even that big \u000b"
0,"I want to feel loved, wanted, needed, purposed. "
0,"Why is it always that I feel like I'm a bad person? I admit I'm not perfect but for some reason I feel like everyone is fed up of me being around, and that makes me want to be depressed 😁😔"
0,"Love Lush's Karma Bubble Bar 💕            Such a relaxing bath. Ready for the wedding reception tomorrow 💏"
0,"I hide who a really am from my family because I'm scared that I'd disappoint them"
0,"I wanna know what it feels like to be surrounded by friends and family that are proud of you 😓"
0,"I'm physically in pain, a lad I've been on n off with for a year has blocked me on everything fb, sc, insta, even my number that was 2 days ago today I found out he has a new lass😭😭😭"
0,"You can't have a rainbow without rain -T"
0,"I just want him to hild"
0,"""Just take a walk in the nature and think about it"" Well. The problem is overthinking so you better get the fuck outta here because you ain't helping. Damn you.  *anger takes over*"
0,"Cried at least 10 times today...and I couldn't stop myself. "
